ID_Mahasiswa ;Label;Nilai_Matematika;Nilai_Biologi;Nilai_Fisika;Nilai_Kimia ;Nilai_English;Kognitif_Skills;Creativity_Innovation;Communication_Collaboration;Adaptation_DecisionMaking;Tech_Coding_Interest;Research_Data_Interest;Problem_Solving_Interest ;Creative_Social_Skills ;Field_Work_Interest ;Leadership_Skills ;Preference for Practical Work
K330;Ilmu Komputer;93;68;84;67;82;90;81;70;95;1;0;1;1;1;0;0
K331;Ilmu Komputer;96;61;82;65;88;98;89;74;87;0;1;0;0;1;0;0
K332;Ilmu Komputer;99;63;76;68;86;91;81;70;91;0;1;1;0;0;1;0
K333;Ilmu Komputer;97;67;77;64;84;91;89;76;88;0;0;0;0;0;0;0
K334;Ilmu Komputer;98;68;84;60;81;95;84;79;91;0;1;0;0;0;1;0
K335;Ilmu Komputer;88;63;85;65;87;93;83;78;92;1;0;1;0;0;0;0
K336;Ilmu Komputer;93;62;85;62;86;100;87;78;89;1;0;1;0;1;1;0
K337;Ilmu Komputer;91;65;78;61;84;99;81;70;89;1;1;1;0;1;1;0
K338;Ilmu Komputer;87;61;80;63;83;93;85;72;92;1;1;1;0;0;0;0
K339;Ilmu Komputer;85;69;82;67;83;97;88;78;86;1;1;1;0;0;0;0
K340;Ilmu Komputer;92;61;83;67;83;100;81;72;86;1;1;1;0;0;1;0
K341;Ilmu Komputer;93;69;77;67;82;91;83;72;92;1;1;1;0;0;0;0
K342;Ilmu Komputer;97;69;85;69;87;94;85;80;92;1;1;1;1;0;0;0
K343;Ilmu Komputer;95;69;84;61;87;97;83;73;95;0;1;1;0;1;0;1
K344;Ilmu Komputer;90;69;75;62;86;90;84;73;91;1;1;1;0;1;0;0
K345;Ilmu Komputer;97;64;80;66;87;97;81;75;91;1;1;1;0;0;0;0
K346;Ilmu Komputer;99;64;80;67;81;95;88;79;87;1;1;1;0;0;0;0
K347;Ilmu Komputer;95;62;78;63;89;94;90;70;94;1;1;1;0;1;0;0
K348;Ilmu Komputer;92;69;77;69;85;99;89;73;86;1;0;1;0;0;0;0
K349;Ilmu Komputer;87;67;82;65;80;94;87;76;93;1;0;1;0;0;0;0
K350;Ilmu Komputer;98;63;78;61;87;94;85;70;90;1;1;1;0;0;0;0
K351;Ilmu Komputer;95;67;76;68;88;99;89;77;90;1;0;1;0;0;0;0
K352;Ilmu Komputer;98;70;82;60;87;90;88;72;93;1;1;1;0;1;0;0
K353;Ilmu Komputer;90;65;81;65;83;90;85;76;89;1;1;1;0;0;0;0
K354;Ilmu Komputer;96;63;75;68;81;90;85;79;91;1;1;1;0;0;0;0
K355;Ilmu Komputer;99;65;82;60;82;91;81;77;94;1;1;1;0;1;0;0
K356;Ilmu Komputer;91;70;81;64;89;95;85;79;92;1;1;0;0;1;0;0
K357;Ilmu Komputer;92;65;85;70;82;91;87;77;91;0;0;1;1;1;1;1
K358;Ilmu Komputer;94;60;84;68;84;96;84;72;92;1;0;1;1;1;0;0
K359;Ilmu Komputer;88;64;80;64;84;98;89;78;92;1;1;1;0;0;0;0
K360;Ilmu Komputer;96;69;77;67;80;99;85;74;88;0;1;1;0;0;1;0
K361;Ilmu Komputer;85;69;76;70;88;95;90;73;92;0;0;0;0;0;0;0
K362;Ilmu Komputer;100;63;80;62;83;93;81;76;91;0;0;1;0;0;0;0
K363;Ilmu Komputer;92;70;76;65;83;91;89;78;89;0;1;1;0;1;0;0
K364;Ilmu Komputer;88;70;83;67;86;99;85;75;91;1;1;1;0;1;1;1
K365;Ilmu Komputer;86;67;81;62;80;90;90;76;89;1;0;1;0;0;0;0
K366;Ilmu Komputer;92;60;76;70;87;97;84;78;90;1;0;0;1;0;0;0
K367;Ilmu Komputer;85;62;75;67;83;90;90;74;93;0;1;0;0;1;0;0
K368;Ilmu Komputer;85;67;78;62;83;92;81;77;95;1;0;0;0;1;0;0
K369;Ilmu Komputer;86;66;76;67;90;98;84;79;87;1;1;1;0;0;0;1
K370;Ilmu Komputer;87;69;78;63;85;91;89;74;89;1;1;1;1;0;0;0
K371;Ilmu Komputer;96;63;85;65;90;99;82;74;92;1;1;0;0;0;1;0
K372;Ilmu Komputer;88;70;83;67;84;97;81;76;86;0;1;0;0;0;0;0
K373;Ilmu Komputer;91;61;84;61;89;90;86;78;95;0;1;1;0;0;1;0
K374;Ilmu Komputer;90;68;82;64;87;100;87;75;93;1;1;0;0;0;0;1
K375;Ilmu Komputer;85;66;82;62;88;97;82;74;94;0;1;1;0;0;0;0
K376;Ilmu Komputer;99;64;77;64;83;100;81;71;94;0;1;0;1;0;0;0
K377;Ilmu Komputer;95;63;78;60;88;97;85;72;85;1;1;1;0;0;0;1
K378;Ilmu Komputer;85;66;85;65;86;96;81;79;88;1;1;1;0;0;1;1
K379;Ilmu Komputer;90;64;82;68;89;98;81;79;88;1;0;1;0;0;0;0
K380;Ilmu Komputer;88;64;79;67;86;98;90;73;85;1;1;1;0;0;0;0
K381;Ilmu Komputer;98;60;75;70;90;91;87;76;95;0;1;1;0;0;1;0
K382;Ilmu Komputer;95;66;80;61;82;100;89;72;92;1;0;1;0;1;0;0
K383;Ilmu Komputer;92;70;77;64;86;95;84;78;89;1;1;1;0;0;1;1
K384;Ilmu Komputer;92;61;80;68;81;94;83;70;91;1;1;1;0;1;1;0
K385;Ilmu Komputer;90;66;78;70;83;93;89;79;87;1;1;1;1;1;1;0
K386;Ilmu Komputer;97;64;79;60;81;91;90;75;92;0;1;1;0;0;1;0
K387;Ilmu Komputer;90;70;82;66;82;99;90;75;86;1;1;0;0;0;1;0
K388;Ilmu Komputer;94;67;82;70;85;92;85;72;94;1;1;0;0;0;0;0
K389;Ilmu Komputer;99;62;83;70;83;91;90;80;91;1;1;1;0;0;0;0
K390;Ilmu Komputer;91;67;82;69;84;92;90;76;89;1;1;0;0;0;1;0
K391;Ilmu Komputer;90;62;77;63;83;94;85;76;95;1;1;0;0;0;0;0
K392;Ilmu Komputer;100;70;76;62;83;97;82;70;93;1;1;1;0;0;1;0
K393;Ilmu Komputer;85;62;84;62;83;98;89;70;90;1;1;0;0;0;1;0
K394;Ilmu Komputer;98;67;84;68;89;91;89;72;94;1;1;1;0;1;0;0
K395;Ilmu Komputer;87;65;82;64;90;93;87;79;90;1;0;1;0;0;1;0
K396;Ilmu Komputer;87;64;81;67;90;94;88;74;90;1;1;1;1;0;0;0
K397;Ilmu Komputer;94;67;75;65;85;90;85;80;86;1;0;0;0;0;0;1
K398;Ilmu Komputer;95;67;76;64;81;93;89;73;93;1;1;1;0;0;0;0
K399;Ilmu Komputer;92;62;75;69;88;92;89;70;85;1;1;1;0;0;0;0
K400;Ilmu Komputer;96;62;79;62;84;96;80;71;95;1;1;1;0;0;0;0
K401;Ilmu Komputer;99;67;83;65;88;94;82;80;92;1;1;1;0;0;0;0
K402;Ilmu Komputer;93;65;82;68;86;97;90;72;95;1;0;1;0;0;0;0
K403;Ilmu Komputer;93;60;82;70;84;98;83;73;85;1;1;1;0;0;0;1
K404;Ilmu Komputer;92;64;81;67;83;100;85;71;91;0;1;1;0;0;0;0
K405;Ilmu Komputer;99;61;78;65;85;97;85;78;92;1;1;0;0;0;0;0
K406;Ilmu Komputer;85;62;78;67;82;95;87;80;87;1;1;1;0;0;0;0
K407;Ilmu Komputer;95;60;85;69;83;99;88;70;94;1;1;1;1;0;0;0
K408;Ilmu Komputer;100;67;85;66;89;97;82;75;93;0;0;1;0;1;0;0
K409;Ilmu Komputer;86;67;81;65;84;96;85;73;85;1;1;0;0;0;0;0
K410;Ilmu Komputer;91;67;84;68;84;93;81;76;87;1;1;1;0;0;0;1
K411;Ilmu Komputer;94;62;83;61;86;99;85;79;95;1;0;0;0;0;0;0
K412;Ilmu Komputer;93;60;79;61;80;96;83;72;85;1;0;0;0;0;0;0
K413;Ilmu Komputer;87;70;79;70;87;99;83;76;90;1;1;1;0;0;0;0
K414;Ilmu Komputer;89;64;85;60;86;97;83;76;93;0;1;1;0;0;0;0
K415;Ilmu Komputer;96;69;78;61;84;92;84;79;92;1;1;1;0;0;0;0
K416;Ilmu Komputer;88;62;82;68;82;93;86;71;90;0;0;1;0;1;0;0
K417;Ilmu Komputer;88;66;83;68;81;90;83;77;87;1;1;1;0;1;0;0
K418;Ilmu Komputer;87;63;84;66;83;98;80;72;86;1;1;1;0;0;0;0
K419;Ilmu Komputer;95;70;79;62;83;99;87;79;94;1;1;1;0;0;1;0
K420;Ilmu Komputer;93;63;82;65;81;91;81;76;95;1;0;1;0;1;0;0
K421;Ilmu Komputer;99;64;85;62;80;99;82;74;85;1;1;1;0;0;1;1
K422;Ilmu Komputer;96;66;76;69;80;90;82;80;89;0;1;1;0;0;0;0
K423;Ilmu Komputer;89;64;80;67;87;90;80;77;95;1;1;1;0;0;0;0
K424;Ilmu Komputer;100;65;77;64;80;100;90;80;91;1;1;0;0;0;0;0
K425;Ilmu Komputer;90;66;81;70;84;100;82;78;94;1;1;1;1;0;1;0
K426;Ilmu Komputer;98;68;85;68;87;92;88;74;86;1;1;1;0;0;0;0
K427;Ilmu Komputer;95;63;81;61;83;97;87;74;86;1;1;1;0;1;1;0
K428;Ilmu Komputer;87;67;82;66;81;100;82;72;90;1;1;1;0;0;0;0
K429;Ilmu Komputer;95;68;83;67;89;100;87;73;93;1;0;1;0;0;0;1
K430;Ilmu Komputer;93;66;81;68;85;98;88;73;87;1;0;1;0;0;0;0
K431;Ilmu Komputer;99;64;79;67;80;98;80;75;91;1;0;1;0;0;0;1
K432;Ilmu Komputer;96;67;75;62;84;93;86;73;92;0;1;1;0;0;1;0
K433;Ilmu Komputer;93;69;78;61;81;95;81;77;95;0;1;1;0;0;0;1
K434;Ilmu Komputer;100;67;75;60;81;100;86;79;86;1;1;1;0;1;0;0
K435;Ilmu Komputer;98;63;84;64;88;94;81;77;92;0;0;0;0;1;0;0
K436;Ilmu Komputer;93;64;85;69;87;90;88;80;89;0;1;1;0;1;0;1
K437;Ilmu Komputer;98;70;83;66;88;97;87;73;95;0;1;0;0;0;1;0
K438;Ilmu Komputer;91;67;80;64;89;90;84;79;89;1;1;1;0;0;0;0
K439;Ilmu Komputer;97;61;79;60;90;93;85;79;85;1;0;1;0;0;0;0
K440;Ilmu Komputer;96;70;82;65;85;100;86;73;94;0;1;0;0;0;0;0
K441;Ilmu Komputer;98;62;78;61;84;95;84;77;85;1;1;1;0;0;0;0
K442;Ilmu Komputer;98;63;77;70;86;92;82;73;91;1;1;1;0;0;0;0
K443;Ilmu Komputer;92;64;77;60;90;94;83;75;94;1;1;1;0;0;0;0
K444;Ilmu Komputer;89;60;78;69;84;91;81;80;93;1;1;0;0;1;0;1
K445;Ilmu Komputer;86;62;76;68;83;96;83;80;90;1;1;1;0;0;0;0
K446;Ilmu Komputer;100;70;81;60;81;100;90;72;88;1;0;1;0;0;0;0
K447;Ilmu Komputer;99;60;80;60;82;94;85;78;92;1;1;0;0;0;0;0
K448;Ilmu Komputer;98;67;81;60;87;99;85;73;92;1;1;0;0;0;0;1
K449;Ilmu Komputer;97;69;76;67;85;90;80;76;92;1;1;1;0;1;1;0
K450;Ilmu Komputer;90;70;78;63;82;92;80;74;92;1;0;1;0;0;0;0
K451;Ilmu Komputer;87;60;77;62;80;91;81;80;91;1;1;0;0;0;0;0
K452;Ilmu Komputer;93;70;75;66;86;92;87;76;93;1;1;1;0;0;0;0
K453;Ilmu Komputer;98;68;85;62;90;93;84;71;86;1;1;0;0;0;0;0
K454;Ilmu Komputer;92;62;79;65;86;93;82;75;85;1;1;1;0;0;0;0
K455;Ilmu Komputer;86;70;76;60;87;90;88;76;93;1;0;0;0;0;0;0
K456;Ilmu Komputer;91;61;77;66;86;96;90;75;94;1;1;1;0;0;0;0
K457;Ilmu Komputer;97;64;76;67;90;99;84;78;85;1;0;1;0;0;0;0
K458;Ilmu Komputer;87;66;83;64;80;90;89;71;91;1;1;1;0;0;1;0
K459;Ilmu Komputer;88;60;78;61;86;94;88;70;88;1;1;1;0;0;0;0
K460;Ilmu Komputer;89;65;82;66;87;98;80;70;90;1;1;1;1;1;0;0
K461;Ilmu Komputer;100;60;85;68;82;90;80;79;89;0;0;0;0;0;0;0
K462;Ilmu Komputer;95;67;80;60;85;99;83;70;91;1;0;1;0;0;0;1
K463;Ilmu Komputer;86;61;77;69;86;99;81;71;91;1;1;1;1;1;0;0
K464;Ilmu Komputer;99;62;83;65;82;97;83;78;85;1;1;1;0;0;0;0
K465;Ilmu Komputer;95;67;83;60;82;95;82;74;85;1;1;1;0;0;0;1
K466;Ilmu Komputer;91;61;77;69;88;95;84;70;85;1;1;1;1;0;0;0
K467;Ilmu Komputer;94;65;82;69;88;92;80;76;93;1;0;1;0;0;0;0
K468;Ilmu Komputer;89;66;77;69;82;98;88;78;88;1;1;1;0;0;0;0
K469;Ilmu Komputer;93;64;85;65;84;99;85;76;89;1;0;1;0;0;0;0
K470;Ilmu Komputer;100;62;77;66;90;100;90;77;93;0;1;0;0;0;0;0
K471;Ilmu Komputer;93;68;80;62;81;95;81;77;87;0;1;1;0;1;0;0
K472;Ilmu Komputer;85;66;84;69;83;100;82;75;95;1;0;1;1;1;0;0
K473;Ilmu Komputer;90;64;77;67;90;91;81;73;86;1;1;1;0;1;0;0
K474;Ilmu Komputer;93;66;82;62;84;90;87;76;94;0;1;1;0;0;0;0
K475;Ilmu Komputer;93;61;83;63;83;100;89;80;86;1;1;0;0;0;0;0
K476;Ilmu Komputer;99;70;83;62;84;97;88;73;89;1;1;0;0;0;0;0
K477;Ilmu Komputer;93;61;85;60;88;91;87;76;85;1;1;1;0;0;0;1
K478;Ilmu Komputer;91;68;81;61;83;97;85;73;95;1;1;1;1;0;1;0
K479;Ilmu Komputer;95;68;83;64;80;98;89;75;87;1;1;1;0;1;0;0
K480;Ilmu Komputer;86;65;79;68;88;95;84;80;86;1;0;0;0;0;0;0
K481;Ilmu Komputer;99;70;76;60;86;93;89;77;91;0;1;1;0;0;0;1
K482;Ilmu Komputer;95;60;78;70;85;97;81;78;92;1;0;0;0;0;0;0
K483;Ilmu Komputer;91;64;78;61;85;92;86;74;88;1;1;1;0;0;0;0
K484;Ilmu Komputer;98;61;83;63;90;91;86;79;95;0;1;0;1;0;0;0
K485;Ilmu Komputer;95;68;75;63;89;93;82;76;94;1;1;0;0;0;0;0
K486;Ilmu Komputer;88;64;77;67;84;95;80;70;87;1;0;1;0;1;0;0
K487;Ilmu Komputer;88;68;79;64;85;93;87;77;95;1;1;1;0;0;0;0
K488;Ilmu Komputer;95;61;75;60;84;94;80;79;91;0;1;0;0;0;1;0
K489;Ilmu Komputer;98;62;76;64;85;92;87;79;90;1;1;1;0;0;0;0
K490;Ilmu Komputer;97;62;76;69;88;91;87;72;93;1;1;1;1;0;0;0
K491;Ilmu Komputer;99;64;83;66;82;95;89;78;86;0;1;1;0;0;0;0
K492;Ilmu Komputer;88;70;84;64;88;92;81;73;90;0;1;1;0;0;1;1
K493;Ilmu Komputer;94;60;77;70;80;93;86;75;92;1;0;1;0;0;0;0
K494;Ilmu Komputer;89;65;79;65;80;100;85;78;88;1;1;1;0;1;1;0
K495;Ilmu Komputer;99;68;84;62;86;98;82;72;94;1;1;1;0;0;0;0
K496;Ilmu Komputer;93;64;84;67;80;91;80;75;93;0;1;1;0;1;0;0
K497;Ilmu Komputer;86;60;78;70;86;99;82;71;91;1;1;1;0;0;0;0
K498;Ilmu Komputer;100;64;84;66;83;97;83;75;91;1;1;1;1;0;0;0
K499;Ilmu Komputer;98;68;79;70;90;99;89;71;93;1;1;1;0;0;0;0
K500;Ilmu Komputer;85;67;79;68;84;92;81;80;92;1;0;0;1;0;1;0
L001;Teknik Kelautan;80;77;85;73;66;88;83;75;87;1;1;0;0;1;1;0
L002;Teknik Kelautan;76;76;94;73;65;87;81;84;88;0;1;1;0;1;1;1
L003;Teknik Kelautan;75;76;91;79;70;85;83;76;87;1;0;1;0;1;1;1
L004;Teknik Kelautan;78;79;89;74;74;82;85;80;90;0;0;1;1;1;1;0
L005;Teknik Kelautan;82;75;89;78;73;89;79;79;88;1;0;0;0;1;1;1
L006;Teknik Kelautan;85;77;97;80;66;90;84;84;88;1;1;1;1;1;1;0
L007;Teknik Kelautan;77;72;88;80;73;84;77;76;95;1;0;1;0;1;1;1
L008;Teknik Kelautan;80;75;90;76;74;80;81;85;94;1;0;0;0;1;1;1
L009;Teknik Kelautan;79;78;91;75;73;87;76;75;85;0;1;1;0;1;0;1
L010;Teknik Kelautan;76;71;86;70;72;81;75;76;94;0;0;1;0;0;1;0
L011;Teknik Kelautan;76;79;99;70;67;88;80;83;89;0;0;1;1;1;1;1
L012;Teknik Kelautan;81;79;93;80;71;88;80;76;89;1;0;1;0;1;0;0
L013;Teknik Kelautan;77;80;94;77;73;81;84;77;92;1;0;1;0;1;1;0
L014;Teknik Kelautan;75;80;97;77;74;81;83;81;87;0;1;1;0;1;1;0
L015;Teknik Kelautan;82;80;90;73;69;89;75;82;93;0;0;1;0;1;1;0
L016;Teknik Kelautan;84;78;88;71;73;90;75;78;92;1;0;1;0;1;1;1
L017;Teknik Kelautan;83;72;93;80;65;90;79;80;88;1;0;1;1;1;1;1
L018;Teknik Kelautan;80;73;86;71;66;90;77;76;90;1;0;1;0;1;0;0
L019;Teknik Kelautan;76;79;87;79;67;83;78;80;85;1;0;1;0;0;1;1
L020;Teknik Kelautan;78;75;93;74;72;80;82;82;95;0;0;1;0;1;1;1
L021;Teknik Kelautan;80;79;95;78;69;87;77;77;86;1;0;1;0;1;1;1
L022;Teknik Kelautan;85;74;87;75;74;87;76;77;88;1;0;1;0;1;1;1
L023;Teknik Kelautan;80;72;95;75;72;81;85;83;90;1;0;1;0;1;1;1
L024;Teknik Kelautan;80;79;90;78;68;87;77;85;92;1;0;0;1;1;0;1
L025;Teknik Kelautan;83;80;100;74;65;88;79;79;89;0;0;1;0;1;1;1
L026;Teknik Kelautan;79;72;97;80;65;87;85;82;87;1;0;1;0;1;1;1
L027;Teknik Kelautan;80;74;90;77;68;87;77;81;86;1;0;1;0;1;1;1
L028;Teknik Kelautan;79;79;92;78;66;80;83;77;95;0;0;1;0;1;1;1
L029;Teknik Kelautan;84;80;93;80;74;90;81;76;87;1;0;1;0;1;1;1
L030;Teknik Kelautan;83;72;97;70;66;89;85;81;85;0;0;1;0;1;0;1
L031;Teknik Kelautan;81;71;92;73;72;81;84;82;87;1;0;1;0;1;1;1
L032;Teknik Kelautan;85;74;98;71;73;80;76;84;88;1;0;1;0;1;1;1
L033;Teknik Kelautan;82;71;85;77;72;84;82;85;89;1;0;1;1;0;1;0
L034;Teknik Kelautan;84;72;96;77;71;83;79;83;86;1;0;1;1;1;1;1
L035;Teknik Kelautan;82;79;86;73;73;85;84;82;91;0;0;1;1;1;1;0
L036;Teknik Kelautan;75;76;87;75;70;82;75;77;95;1;0;1;0;1;1;1
L037;Teknik Kelautan;82;74;100;76;72;90;83;76;92;1;1;1;0;1;1;1
L038;Teknik Kelautan;75;72;87;71;70;82;76;78;86;1;0;1;0;1;1;1
L039;Teknik Kelautan;79;79;87;80;70;86;83;79;93;1;0;1;0;1;1;1
L040;Teknik Kelautan;75;79;87;70;65;80;78;84;95;1;0;1;0;1;1;1
L041;Teknik Kelautan;80;74;94;70;74;84;76;84;93;0;0;0;0;1;0;1
L042;Teknik Kelautan;83;72;94;79;73;82;82;84;90;1;0;1;0;1;1;0
L043;Teknik Kelautan;84;76;98;76;74;83;80;83;85;1;0;1;0;1;1;0
L044;Teknik Kelautan;85;74;90;73;65;90;81;79;86;1;0;1;0;1;1;1
L045;Teknik Kelautan;82;75;93;77;75;89;85;85;86;1;0;0;0;1;1;1
L046;Teknik Kelautan;83;75;98;75;65;80;75;76;88;1;0;1;0;1;1;1
L047;Teknik Kelautan;77;78;86;76;70;88;80;79;91;0;0;1;0;1;1;0
L048;Teknik Kelautan;79;76;89;70;68;87;82;82;89;0;0;1;0;1;1;1
L049;Teknik Kelautan;84;77;91;80;67;86;83;81;89;1;1;0;0;1;1;0
L050;Teknik Kelautan;75;70;95;75;69;82;83;85;90;1;0;1;0;1;1;1
L051;Teknik Kelautan;84;77;86;72;67;83;76;80;89;0;0;1;0;0;1;1
L052;Teknik Kelautan;81;77;97;79;70;85;77;76;91;1;0;1;0;1;1;1
L053;Teknik Kelautan;75;77;91;74;71;81;78;78;87;0;0;1;0;1;1;0
L054;Teknik Kelautan;79;71;90;79;67;88;79;76;88;1;1;1;0;1;1;1
L055;Teknik Kelautan;79;80;99;74;74;89;81;77;92;1;0;1;1;1;1;1
L056;Teknik Kelautan;79;72;88;73;72;82;82;82;94;0;0;1;1;0;0;1
L057;Teknik Kelautan;76;72;87;76;70;83;77;78;91;1;0;1;0;1;0;1
L058;Teknik Kelautan;82;73;96;71;74;81;84;81;89;1;0;1;0;1;1;1
L059;Teknik Kelautan;85;79;95;77;65;83;76;84;85;1;1;1;0;1;1;0
L060;Teknik Kelautan;84;70;91;76;68;87;79;83;88;1;0;0;0;1;0;1
L061;Teknik Kelautan;83;74;99;76;65;83;83;78;91;1;0;1;0;1;1;1
L062;Teknik Kelautan;75;73;96;76;73;89;83;80;93;1;1;1;0;1;1;1
L063;Teknik Kelautan;82;77;95;70;65;83;82;78;95;1;0;1;0;1;1;0
L064;Teknik Kelautan;77;78;86;78;75;83;83;79;86;1;0;1;0;1;1;1
L065;Teknik Kelautan;75;76;88;75;72;89;75;84;93;1;0;0;0;0;0;1
L066;Teknik Kelautan;81;71;91;75;67;87;82;82;86;1;0;0;0;1;1;1
L067;Teknik Kelautan;82;74;88;73;71;90;80;76;91;0;0;0;0;1;0;1
L068;Teknik Kelautan;84;79;85;79;68;84;82;82;86;1;0;1;0;1;1;1
L069;Teknik Kelautan;80;70;85;74;69;89;76;78;94;0;0;1;0;1;1;1
L070;Teknik Kelautan;80;76;93;76;73;81;83;84;88;1;1;1;0;1;1;1
L071;Teknik Kelautan;85;79;90;71;65;89;82;83;88;0;0;1;0;1;1;1
L072;Teknik Kelautan;77;72;92;76;68;82;83;81;87;0;0;0;1;1;1;0
L073;Teknik Kelautan;77;70;90;72;74;81;78;77;87;1;0;1;0;1;0;0
L074;Teknik Kelautan;84;72;93;72;69;84;85;85;89;1;0;1;0;0;1;0
L075;Teknik Kelautan;84;77;97;79;67;89;75;84;85;1;0;0;0;1;0;1
L076;Teknik Kelautan;83;70;85;79;72;83;84;81;88;1;0;1;0;1;1;0
L077;Teknik Kelautan;78;70;95;71;69;81;81;84;94;1;0;0;0;1;1;1
L078;Teknik Kelautan;84;80;99;78;70;88;78;85;93;1;1;1;0;1;0;1
L079;Teknik Kelautan;84;73;96;74;68;90;75;84;88;1;0;1;0;0;1;1
L080;Teknik Kelautan;84;77;94;70;73;87;75;77;90;0;0;0;0;1;0;0
L081;Teknik Kelautan;83;76;100;79;68;90;77;82;93;1;0;1;0;1;1;1
L082;Teknik Kelautan;79;71;87;71;73;80;78;77;94;1;0;1;0;1;1;1
L083;Teknik Kelautan;77;78;86;76;74;80;76;76;92;1;0;0;1;1;0;0
L084;Teknik Kelautan;79;73;87;75;69;86;81;77;94;1;0;0;0;1;1;1
L085;Teknik Kelautan;75;80;99;79;67;85;77;75;88;1;1;1;0;1;1;1
L086;Teknik Kelautan;76;79;86;73;73;88;75;77;85;1;1;1;0;1;1;1
L087;Teknik Kelautan;81;78;86;76;70;85;79;77;90;1;0;1;1;1;0;1
L088;Teknik Kelautan;85;74;93;78;70;88;83;84;87;1;0;1;0;1;1;1
L089;Teknik Kelautan;80;75;85;72;68;80;79;84;91;1;0;0;1;0;1;1
L090;Teknik Kelautan;85;71;88;72;75;90;78;81;94;1;0;1;0;0;1;0
L091;Teknik Kelautan;83;80;96;80;66;88;78;80;88;1;0;1;0;1;1;1
L092;Teknik Kelautan;75;76;94;76;69;81;76;78;87;1;0;1;0;1;1;0
L093;Teknik Kelautan;78;79;100;77;70;83;77;85;92;1;0;0;0;0;1;1
L094;Teknik Kelautan;78;73;93;76;73;84;82;84;89;1;0;1;0;1;1;1
L095;Teknik Kelautan;77;74;91;71;67;85;84;80;85;1;0;0;0;1;0;1
L096;Teknik Kelautan;85;80;86;74;67;84;79;77;95;0;0;1;0;1;1;1
L097;Teknik Kelautan;81;76;87;74;73;84;76;81;90;0;0;1;0;1;0;1
L098;Teknik Kelautan;83;77;95;71;71;86;85;84;85;1;0;0;0;1;1;1
L099;Teknik Kelautan;76;71;94;77;68;84;77;81;87;0;1;1;1;1;0;1
L100;Teknik Kelautan;76;76;86;78;66;85;80;84;94;1;1;1;0;0;0;0
L101;Teknik Kelautan;85;73;100;73;69;87;76;80;90;0;0;0;0;1;1;1
L102;Teknik Kelautan;83;77;97;70;73;81;75;76;94;1;0;0;0;1;1;0
L103;Teknik Kelautan;85;77;86;73;65;84;84;75;87;0;0;1;0;1;1;1
L104;Teknik Kelautan;76;70;87;75;67;82;77;84;88;1;1;1;0;1;1;1
L105;Teknik Kelautan;75;80;88;75;71;80;81;82;87;0;0;1;0;0;1;1
L106;Teknik Kelautan;77;74;96;70;65;87;76;77;85;1;1;0;0;1;0;1
L107;Teknik Kelautan;83;75;86;70;73;84;81;75;93;1;0;1;0;0;1;0
L108;Teknik Kelautan;79;75;97;74;73;80;77;80;94;1;0;1;1;1;1;1
L109;Teknik Kelautan;78;74;99;78;72;85;80;75;89;1;0;1;1;0;1;1
L110;Teknik Kelautan;82;74;85;76;65;90;78;78;94;1;0;1;1;1;1;1
L111;Teknik Kelautan;84;70;98;75;68;90;83;85;92;1;0;1;0;0;1;1
L112;Teknik Kelautan;75;70;95;75;72;82;77;76;89;1;1;1;0;0;0;0
L113;Teknik Kelautan;75;72;98;79;71;86;82;78;95;1;1;1;0;1;1;1
L114;Teknik Kelautan;75;75;98;76;67;90;80;82;93;1;0;1;0;1;1;0
L115;Teknik Kelautan;76;70;90;71;75;90;83;76;93;1;0;1;0;0;1;1
L116;Teknik Kelautan;78;70;90;78;73;87;82;75;92;1;0;1;0;1;1;1
L117;Teknik Kelautan;81;75;98;70;71;84;82;81;92;1;0;1;0;1;1;1
L118;Teknik Kelautan;83;78;88;78;70;85;83;85;94;0;0;0;0;1;1;1
L119;Teknik Kelautan;85;76;90;79;68;90;79;80;95;1;0;1;0;1;1;1
L120;Teknik Kelautan;80;72;89;74;71;81;76;84;85;1;0;1;0;1;1;1
L121;Teknik Kelautan;75;72;100;78;74;87;75;80;91;1;0;1;0;1;1;0
L122;Teknik Kelautan;84;70;97;77;71;83;85;85;90;1;1;1;1;1;1;1
L123;Teknik Kelautan;79;78;93;76;75;90;82;75;92;1;1;1;0;0;1;0
L124;Teknik Kelautan;80;70;85;76;70;81;85;75;88;0;0;0;0;1;0;1
L125;Teknik Kelautan;78;78;98;72;71;88;84;80;91;1;0;1;0;1;0;1
L126;Teknik Kelautan;82;77;86;80;70;83;84;75;94;0;0;0;0;1;0;1
L127;Teknik Kelautan;84;76;86;77;70;89;85;84;93;0;0;1;0;0;1;1
L128;Teknik Kelautan;85;76;94;70;74;90;77;85;95;1;0;1;0;1;1;0
L129;Teknik Kelautan;77;80;100;75;69;83;75;85;86;0;0;1;1;1;0;1
L130;Teknik Kelautan;82;80;93;75;71;80;79;79;86;0;1;1;0;1;1;1
L131;Teknik Kelautan;79;70;97;71;74;83;77;76;91;0;0;1;0;1;0;1
L132;Teknik Kelautan;82;72;90;74;67;82;79;77;90;1;0;0;0;1;1;1
L133;Teknik Kelautan;83;76;86;74;72;87;84;83;95;1;0;0;0;1;1;1
L134;Teknik Kelautan;75;73;86;75;68;81;82;85;87;0;1;1;0;1;1;1
L135;Teknik Kelautan;81;72;100;80;75;85;84;85;85;1;0;1;0;1;1;0
L136;Teknik Kelautan;83;73;97;72;66;83;75;85;86;1;1;1;0;1;1;0
